time,city,row,lat,lon,id,title,start_ts,report_type,severity,lat_long,severity_quadratic,city,anomalous
2016-12-18 20:04:50,Aleppo,46961,36.201240000000006,37.16117,Nku6O13F5hGtlxwO+RcZ4Q,Thousands of Aleppo residents in limbo as transport fails to arrive,2016-12-18 20:04:50,Other,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-18 20:04:51,Multān,46172,30.0,70.0,1qBzPF3F5hGCeCXRy13KCQ,Pakistan frustrate Australia as first Test goes to a fifth day at the Gabba,2016-12-18 20:04:51,Geopolitical,moderate,"(30.0, 70.0)",4.0,Multān,1.0
2016-12-18 20:04:59,Makassar,46726,-5.0,120.0,PEPuQF3F5hGArCXRy13KCQ,Air Force plane crashes in Indonesia killing all onboard,2016-12-18 20:04:59,Other,moderate,"(-5.0, 120.0)",4.0,Makassar,1.0
2016-12-18 20:05:00,Makassar,46943,-5.0,120.0,0NO+QV3F5hG6xhwO+RcZ4Q,"Indonesian Military Plane Crashes, Killing All 13 Aboard",2016-12-18 20:05:00,Other,medium,"(-5.0, 120.0)",9.0,Makassar,1.0
2016-12-18 20:05:03,Guwahati,46492,24.81655,93.94211999999999,Xv5eQ13F5hG19yXRy13KCQ,"Curfew imposed in parts of Manipur's Imphal, internet services shut down",2016-12-18 20:05:03,Other,high,"(24.816549999999999, 93.942119999999989)",16.0,Guwahati,1.0
2016-12-18 20:05:04,Austin,46967,31.25044,-99.25061,9tMdRF3F5hGdQhwO+RcZ4Q,Ranger protects livestock from modern-day cattle rustlers,2016-12-18 20:05:04,Infrastructure,moderate,"(31.250440000000001, -99.250609999999995)",4.0,Austin,1.0
2016-12-18 20:05:08,Makassar,46972,-5.0,120.0,NG9WRl3F5hGtLSXRy13KCQ,13 killed in Indonesian air force plane crash,2016-12-18 20:05:08,Other,moderate,"(-5.0, 120.0)",4.0,Makassar,1.0
2016-12-18 20:05:10,Tokyo,46973,35.6895,139.69171,DinQR13F5hGzHSXRy13KCQ,"Main events scheduled for Monday, Dec. 19",2016-12-18 20:05:10,Infrastructure,moderate,"(35.689500000000002, 139.69171)",4.0,Tokyo,1.0
2016-12-18 20:05:14,Guwahati,46974,25.0,94.0,XNoASl3F5hG9xyXRy13KCQ,"Curfew In Manipur's East Imphal District As Buses Burnt, Clashes Break Out",2016-12-18 20:05:14,Other,medium,"(25.0, 94.0)",9.0,Guwahati,1.0
2016-12-18 20:05:15,Ciudad Bolívar,46982,8.0,-66.0,rkLDSl3F5hGJ1BwO+RcZ4Q,"Venezuela's Nicolas Maduro postpones currency move after chaos, protests",2016-12-18 20:05:15,Other,moderate,"(8.0, -66.0)",4.0,Ciudad Bolívar,1.0
2016-12-18 20:05:17,Makassar,46944,-5.0,120.0,LOR_S13F5hG0xyXRy13KCQ,Indonesia air force aircraft crash kills 13 including 10 military personnel,2016-12-18 20:05:17,Infrastructure,extreme,"(-5.0, 120.0)",25.0,Makassar,1.0
2016-12-18 20:05:19,Tokyo,46945,35.685359999999996,139.75309,rtkBTV3F5hGvpyXRy13KCQ,"Japan culling 210,000 birds amid spreading avian flu",2016-12-18 20:05:19,Public Health,moderate,"(35.685359999999996, 139.75308999999999)",4.0,Tokyo,1.0
2016-12-18 20:05:23,Tokyo,46985,35.685359999999996,139.75309,lL1OT13F5hGl5xwO+RcZ4Q,"Japan culling 210,000 birds amid spreading avian flu",2016-12-18 20:05:23,Public Health,moderate,"(35.685359999999996, 139.75308999999999)",4.0,Tokyo,1.0
2016-12-18 20:05:28,Brisbane,46951,-20.0,145.0,HH0nUl3F5hGvzSXRy13KCQ,"Severe storms, large hail to hit south-east Queensland",2016-12-18 20:05:28,Natural Disaster,moderate,"(-20.0, 145.0)",4.0,Brisbane,1.0
2016-12-18 20:05:29,Brisbane,46987,-27.467940000000002,153.02809,AGXnUl3F5hGf6xwO+RcZ4Q,"Heavy rainfall, large hailstones lash south-east Queensland",2016-12-18 20:05:29,Other,moderate,"(-27.467940000000002, 153.02808999999999)",4.0,Brisbane,1.0
2016-12-18 20:05:33,Makassar,46958,-5.0,120.0,rBlDVV3F5hGEoyXRy13KCQ,Indonesia plane crashes in Papua killing 13,2016-12-18 20:05:33,Other,moderate,"(-5.0, 120.0)",4.0,Makassar,1.0
2016-12-18 20:05:35,Makassar,46962,-5.0,120.0,eiDCVl3F5hGC7yXRy13KCQ,"Indonesia airforce plane crashes, killing all 13 on board",2016-12-18 20:05:35,Other,moderate,"(-5.0, 120.0)",4.0,Makassar,1.0
2016-12-18 20:05:37,Makassar,46991,-5.0,120.0,DEOAV13F5hGYaBwO+RcZ4Q,"Indonesian military transport plane crashes in Papua, killing 13",2016-12-18 20:05:37,Other,moderate,"(-5.0, 120.0)",4.0,Makassar,1.0
2016-12-18 20:05:44,Makassar,46976,-5.0,120.0,EOjNW13F5hGw7CXRy13KCQ,"Indonesian military plane crashes in Papua, 13 killed",2016-12-18 20:05:44,Other,moderate,"(-5.0, 120.0)",4.0,Makassar,1.0
2016-12-18 21:01:10,Jerusalem,46866,31.182479999999998,35.69999,4iIeGmXF5hGGahsO+RcZ4Q,Jordan says security operation against gunmen in castle in 'final stages',2016-12-18 21:01:10,Physical Threats,high,"(31.182479999999998, 35.69999)",16.0,Jerusalem,1.0
2016-12-18 21:04:36,Aleppo,47171,36.201240000000006,37.16117,5sZUlWXF5hGglhwO+RcZ4Q,Aleppo evacuation: UN Security Council to vote on sending observers,2016-12-18 21:04:36,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-18 21:04:40,Hyderabad,47146,17.38405,78.45636,evZ_l2XF5hGnliTRy13KCQ,"Rs 66 lakh in new notes seized in Hyderabad, Rs 18 lakh in Noida, 3 arrested",2016-12-18 21:04:40,Other,moderate,"(17.384049999999998, 78.456360000000004)",4.0,Hyderabad,1.0
2016-12-18 21:04:54,Jerusalem,46455,31.182479999999998,35.69999,AhPEn2XF5hG4kSLRy13KCQ,"Armed gunmen attack police patrols in Jordanian city of Karak, casualties reported",2016-12-18 21:04:54,Physical Threats,high,"(31.182479999999998, 35.69999)",16.0,Jerusalem,1.0
2016-12-18 21:04:55,Aden,46869,12.77944,45.03667,xoCCoGXF5hG+IRsO+RcZ4Q,At least 30 soldiers killed in suicide attack in Yemen’s Aden,2016-12-18 21:04:55,Physical Threats,high,"(12.779439999999999, 45.036670000000001)",16.0,Aden,1.0
2016-12-18 21:04:57,Aden,46456,12.77944,45.03667,YsCCoWXF5hGU_SLRy13KCQ,At least 42 soldiers killed in suicide attack in Yemen’s Aden,2016-12-18 21:04:57,Physical Threats,extreme,"(12.779439999999999, 45.036670000000001)",25.0,Aden,1.0
2016-12-18 21:04:58,Aden,46870,12.77944,45.03667,YpVDomXF5hGY4hsO+RcZ4Q,At least 42 soldiers killed in Daesh suicide attack in Yemen’s Aden,2016-12-18 21:04:58,Physical Threats,extreme,"(12.779439999999999, 45.036670000000001)",25.0,Aden,1.0
2016-12-18 21:05:07,Ciudad Bolívar,46460,8.0,-66.0,+HZxp2XF5hGZFCLRy13KCQ,"Cash chaos leads to protests, looting",2016-12-18 21:05:07,Other,medium,"(8.0, -66.0)",9.0,Ciudad Bolívar,1.0
2016-12-18 21:05:14,Jerusalem,47198,31.182479999999998,35.69999,5nqPq2XF5hGZtBsO+RcZ4Q,"Armed gunmen attack police patrols in Jordanian city of Karak, casualties reported",2016-12-18 21:05:14,Physical Threats,high,"(31.182479999999998, 35.69999)",16.0,Jerusalem,1.0
2016-12-18 21:05:19,Aleppo,46965,36.201240000000006,37.16117,ts2brmXF5hGl0xsO+RcZ4Q,UN Security Council to vote on humanitarian aid to Aleppo,2016-12-18 21:05:19,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-18 21:05:51,Amman,47219,31.0,36.0,Ot7fwWXF5hGNIBsO+RcZ4Q,"Armed gunmen attack police patrols in Jordanian city of Karak, casualties reported",2016-12-18 21:05:51,Physical Threats,high,"(31.0, 36.0)",16.0,Amman,1.0
2016-12-18 22:04:41,Jerusalem,47382,31.182479999999998,35.69999,rHW0+W3F5hGdVCLRy13KCQ,Clashes continue after police patrol attacked in Jordanian town,2016-12-18 22:04:41,Physical Threats,moderate,"(31.182479999999998, 35.69999)",4.0,Jerusalem,1.0
2016-12-18 22:05:05,Jerusalem,46882,31.182479999999998,35.69999,2PD5B27F5hGDpCPRy13KCQ,Jordanian police patrol comes under attack in town of Karak,2016-12-18 22:05:05,Physical Threats,moderate,"(31.182479999999998, 35.69999)",4.0,Jerusalem,1.0
2016-12-18 22:05:08,Guwahati,47386,25.0,94.0,SuQtCm7F5hGmOR0O+RcZ4Q,"Manipur violence: Protesters torch 40 vehicles, curfew imposed in Imphal-Ukhrul",2016-12-18 22:05:08,Infrastructure,medium,"(25.0, 94.0)",9.0,Guwahati,1.0
2016-12-18 22:05:16,Jerusalem,47393,31.182479999999998,35.69999,3r+gDm7F5hGGfh0O+RcZ4Q,"Armed Gunmen Attack Police Patrols in Jordanian City of Karak, Several Killed",2016-12-18 22:05:16,Physical Threats,high,"(31.182479999999998, 35.69999)",16.0,Jerusalem,1.0
2016-12-18 22:05:41,Guwahati,47342,25.0,94.0,vAJ7HW7F5hGEjiTRy13KCQ,"Protesters torch 22 vehicles in Manipur district, curfew imposed",2016-12-18 22:05:41,Infrastructure,medium,"(25.0, 94.0)",9.0,Guwahati,1.0
2016-12-18 22:05:52,Guwahati,47411,26.0,93.0,rA0zJG7F5hGK6iXRy13KCQ,250% jump in human trafficking cases in North East in 2015,2016-12-18 22:05:52,Crime,moderate,"(26.0, 93.0)",4.0,Guwahati,1.0
2016-12-18 23:03:11,Jerusalem,47569,31.182479999999998,35.69999,cMcyJnbF5hGe8CTRy13KCQ,Canadian tourist among five dead in Jordan attack,2016-12-18 23:03:11,Physical Threats,high,"(31.182479999999998, 35.69999)",16.0,Jerusalem,1.0
2016-12-18 23:04:35,Sanaa,47601,15.5,47.5,ytb2V3bF5hGA3xsO+RcZ4Q,Yemen suicide bomb kills dozens of soldiers in payday queue,2016-12-18 23:04:35,Physical Threats,extreme,"(15.5, 47.5)",25.0,Sanaa,1.0
2016-12-18 23:04:55,Guwahati,47609,24.80805,93.9442,4pcCZHbF5hGhIRsO+RcZ4Q,Manipur: Curfew imposed in Imphal over economic blockade,2016-12-18 23:04:55,Other,medium,"(24.808050000000001, 93.944199999999995)",9.0,Guwahati,1.0
2016-12-18 23:05:05,Amman,47580,31.0,36.0,ONOdaXbF5hGeRiTRy13KCQ,Canadian tourist among five dead in Jordan attacks: security source,2016-12-18 23:05:05,Physical Threats,moderate,"(31.0, 36.0)",4.0,Amman,1.0
2016-12-18 23:05:16,Sanaa,47389,15.5,47.5,oj07cHbF5hGeRiTRy13KCQ,Officials: Bombing kills at least 23 at Yemen military base,2016-12-18 23:05:16,Physical Threats,low,"(15.5, 47.5)",1.0,Sanaa,1.0
2016-12-18 23:05:17,Sanaa,47442,15.5,47.5,pK8CcXbF5hG7RhwO+RcZ4Q,Officials: Bombing kills at least 23 at Yemen military base,2016-12-18 23:05:17,Physical Threats,low,"(15.5, 47.5)",1.0,Sanaa,1.0
2016-12-18 23:05:19,Guwahati,47443,25.0,94.0,UC19cnbF5hGWBBwO+RcZ4Q,Manipur: Mobile Internet service shut down in West Imphal following chaos,2016-12-18 23:05:19,Other,medium,"(25.0, 94.0)",9.0,Guwahati,1.0
2016-12-18 23:05:21,Guwahati,47621,25.0,94.0,3Fg4c3bF5hGV7iTRy13KCQ,"Curfew Imposed In Imphal, Telephone Network Snapped",2016-12-18 23:05:21,Physical Threats,medium,"(25.0, 94.0)",9.0,Guwahati,1.0
2016-12-18 23:05:27,Amman,47629,31.0,36.0,3tXYdnbF5hGDKiTRy13KCQ,BREAKING NEWS: Canadian woman is among five killed after gunmen storm Jordanian castle packed with tourists,2016-12-18 23:05:27,Infrastructure,high,"(31.0, 36.0)",16.0,Amman,1.0
2016-12-18 23:05:30,Sanaa,47630,15.5,47.5,ODrheHbF5hGDKiTRy13KCQ,Officials: Bombing kills at least 23 at Yemen military base,2016-12-18 23:05:30,Physical Threats,low,"(15.5, 47.5)",1.0,Sanaa,1.0
2016-12-18 23:05:35,Amman,47613,31.0,36.0,jhS4e3bF5hGDKiTRy13KCQ,Canadian tourist among 6 dead in Jordan attack,2016-12-18 23:05:35,Physical Threats,high,"(31.0, 36.0)",16.0,Amman,1.0
2016-12-18 23:05:36,Amman,47403,31.0,36.0,zDltfHbF5hGCoR0O+RcZ4Q,"Canadian killed in shootout at Jordanian castle, other tourists believed to be trapped",2016-12-18 23:05:36,Physical Threats,moderate,"(31.0, 36.0)",4.0,Amman,1.0
2016-12-18 23:05:40,Amman,47636,31.0,36.0,cKyQfnbF5hGDKiTRy13KCQ,Jordan: Gunmen Attack Police Patrols In Karak,2016-12-18 23:05:40,Physical Threats,medium,"(31.0, 36.0)",9.0,Amman,1.0
2016-12-18 23:05:41,London,47405,51.46593,-0.10652,mAdEf3bF5hGCoR0O+RcZ4Q,Brixton armed police close road amid gun fears,2016-12-18 23:05:41,Physical Threats,medium,"(51.46593, -0.10652)",9.0,London,1.0
2016-12-18 23:05:43,Sanaa,47406,15.5,47.5,4pbDgHbF5hGM7h0O+RcZ4Q,At least 23 dead after 'suicide bomber' targets Yemen military camp,2016-12-18 23:05:43,Geopolitical,medium,"(15.5, 47.5)",9.0,Sanaa,1.0
2016-12-18 23:05:45,Jerusalem,47638,31.182479999999998,35.69999,egCFgXbF5hGvDCTRy13KCQ,Jordanian police patrol comes under attack in town of Karak,2016-12-18 23:05:45,Physical Threats,moderate,"(31.182479999999998, 35.69999)",4.0,Jerusalem,1.0
2016-12-18 23:05:48,Atlanta,47408,35.714529999999996,-83.51189000000001,yF+tg3bF5hGM7h0O+RcZ4Q,"Section of Newfound Gap Road/Highway 441 closed after landslide, downed trees",2016-12-18 23:05:48,Other,moderate,"(35.714529999999996, -83.511890000000008)",4.0,Atlanta,1.0
2016-12-18 23:05:53,Sanaa,47642,15.5,47.5,CNCphnbF5hGN7yTRy13KCQ,Officials: Bombing kills at least 23 at Yemen military base,2016-12-18 23:05:53,Physical Threats,low,"(15.5, 47.5)",1.0,Sanaa,1.0
2016-12-18 23:05:54,Sanaa,47662,15.5,47.5,8mFkh3bF5hGjDR0O+RcZ4Q,Officials: Bombing kills at least 23 at Yemen military base,2016-12-18 23:05:54,Physical Threats,low,"(15.5, 47.5)",1.0,Sanaa,1.0
2016-12-18 23:05:59,Aleppo,47663,36.201240000000006,37.16117,dtcSinbF5hGdsSbRy13KCQ,UN Security Council set to vote on Aleppo observers on Sunday,2016-12-18 23:05:59,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-18 23:06:00,Leicester,47646,52.6386,-1.1316899999999999,JlXuinbF5hGxBxwO+RcZ4Q,Coasting Costa brings down Crystal Palace,2016-12-18 23:06:00,Geopolitical,moderate,"(52.638599999999997, -1.1316899999999999)",4.0,Leicester,1.0
2016-12-19 00:00:00,Ankara,52331,39.91833,32.85776,UNQTjwzG5hG7FyjRy13KCQ,Security forces shoot dead gunman in Ankara - Update,2016-12-19 00:00:00,riskline_2,medium,"(39.918329999999997, 32.857759999999999)",9.0,Ankara,1.0
2016-12-19 00:00:00,Ankara,52398,39.91833,32.85776,XojECgrG5hGik0MO+RcZ4Q,Gunman targets Russian ambassador in Ankara,2016-12-19 00:00:00,riskline_2,medium,"(39.918329999999997, 32.857759999999999)",9.0,Ankara,1.0
2016-12-19 00:00:00,Berlin,53264,52.5048844,13.335370000000001,_gSSNSLG5hGloijRy13KCQ,Truck crashes into Christmas market in Berlin,2016-12-19 00:00:00,riskline_7,medium,"(52.504884400000002, 13.335370000000001)",9.0,Berlin,1.0
2016-12-19 00:00:00,Berlin,53398,52.5048844,13.335370000000001,0AX05CnG5hGH_CrRy13KCQ,Driver likely remains at large following lorry attack in Berlin - Update,2016-12-19 00:00:00,riskline_2,high,"(52.504884400000002, 13.335370000000001)",16.0,Berlin,1.0
2016-12-19 00:00:00,Berlin,53421,52.5048844,13.335370000000001,cipqGSfG5hGFwUMO+RcZ4Q,Lorry crash in Berlin likely an attack - Update,2016-12-19 00:00:00,riskline_2,medium,"(52.504884400000002, 13.335370000000001)",9.0,Berlin,1.0
2016-12-19 00:00:00,Berlin,53467,52.5048844,13.335370000000001,Dvc79yzG5hGrfkcO+RcZ4Q,Police detain driver following fatal lorry crash in Berlin - Update,2016-12-19 00:00:00,riskline_2,medium,"(52.504884400000002, 13.335370000000001)",9.0,Berlin,1.0
2016-12-19 00:00:00,Berlin,53668,52.5048844,13.335370000000001,FKem1TLG5hGUxTPRy13KCQ,Police confirm further details on fatal lorry crash in Berlin - Update,2016-12-19 00:00:00,riskline_2,medium,"(52.504884400000002, 13.335370000000001)",9.0,Berlin,1.0
2016-12-19 00:00:00,Brussels,53135,50.863882399999994,4.366585700000001,FAOz2x7G5hGT40MO+RcZ4Q,Police operation underway in Brussels,2016-12-19 00:00:00,riskline_7,moderate,"(50.863882399999994, 4.3665857000000008)",4.0,Brussels,1.0
2016-12-19 00:00:00,Brussels,53739,50.863882399999994,4.366585,GLTEBjfG5hG6HDXRy13KCQ,Police operation ends in Schaerbeek area of Brussels - Update,2016-12-19 00:00:00,riskline_7,low,"(50.863882399999994, 4.3665849999999997)",1.0,Brussels,1.0
2016-12-19 00:00:00,Kigali,49739,0.115,29.301,eIZ208fF5hGgGSbRy13KCQ,"Mai Mai militants attack prison in Butembo, North Kivu",2016-12-19 00:00:00,riskline_2,high,"(0.115, 29.300999999999998)",16.0,Kigali,1.0
2016-12-19 00:00:00,Kigali,50925,-1.6665893,29.22568,3AjuO+jF5hGgLicO+RcZ4Q,Police detain opposition protesters in Goma and Kinshasa - Update,2016-12-19 00:00:00,riskline_3,moderate,"(-1.6665893000000001, 29.225680000000001)",4.0,Kigali,1.0
2016-12-19 00:05:02,Sanaa,47770,15.5,47.5,lL_JyX7F5hGWQSfRy13KCQ,A suicide bombing in Yemen has killed 23 people,2016-12-19 00:05:02,Physical Threats,high,"(15.5, 47.5)",16.0,Sanaa,1.0
2016-12-19 00:05:06,Sanaa,47873,15.5,47.5,htwDzH7F5hGO4hsO+RcZ4Q,Suicide bomber kills 30 soldiers in Yemen,2016-12-19 00:05:06,Physical Threats,high,"(15.5, 47.5)",16.0,Sanaa,1.0
2016-12-19 00:05:17,Sanaa,47882,15.5,47.5,apiU0n7F5hGC_xsO+RcZ4Q,"Bombing kills at least 23 at Yemen military base, officials say",2016-12-19 00:05:17,Physical Threats,medium,"(15.5, 47.5)",9.0,Sanaa,1.0
2016-12-19 00:05:40,Gaza,47909,31.5,34.75,kg1E4H7F5hGXyhsO+RcZ4Q,Israeli forces kill Palestinian in clash with stone-throwers – Palestinian ministry,2016-12-19 00:05:40,Geopolitical,medium,"(31.5, 34.75)",9.0,Gaza,1.0
2016-12-19 00:05:48,Sanaa,47913,15.5,47.5,uAmQ5X7F5hGpAxsO+RcZ4Q,Yemen suicide bombing kills at least 23 at military base,2016-12-19 00:05:48,Physical Threats,extreme,"(15.5, 47.5)",25.0,Sanaa,1.0
2016-12-19 00:05:50,Guwahati,47888,25.0,94.0,+v1n5n7F5hGlUSfRy13KCQ,"Curfew imposed in Imphal, internet services stopped",2016-12-19 00:05:50,Other,medium,"(25.0, 94.0)",9.0,Guwahati,1.0
2016-12-19 00:06:00,Rome,47852,42.83333,12.83333,XjQx7H7F5hGCTR0O+RcZ4Q,‘Give us more money or we will kill you’ Migrants kidnap refugee centre workers in Italy,2016-12-19 00:06:00,Other,moderate,"(42.833329999999997, 12.83333)",4.0,Rome,1.0
2016-12-19 01:03:09,Łódź,48019,52.0,20.0,Jilh6IbF5hGeoyXRy13KCQ,Poland in third day of anti-government protests,2016-12-19 01:03:09,Other,moderate,"(52.0, 20.0)",4.0,Łódź,1.0
2016-12-19 01:04:41,Aden,47863,12.77944,45.03667,GChrH4fF5hGLhx0O+RcZ4Q,32 die in suicide attack in Yemen,2016-12-19 01:04:41,Physical Threats,high,"(12.779439999999999, 45.036670000000001)",16.0,Aden,1.0
2016-12-19 01:04:56,Aden,47999,12.77944,45.03667,Qm9aKIfF5hGxARsO+RcZ4Q,Suicide Bomber Kills At Least 30 Soldiers In Yemen's Aden: Officials,2016-12-19 01:04:56,Physical Threats,high,"(12.779439999999999, 45.036670000000001)",16.0,Aden,1.0
2016-12-19 01:04:59,Calamba,48000,13.0,122.0,lrLuKYfF5hGEwhsO+RcZ4Q,Migrant worker protest gets cold reception from Philippines office,2016-12-19 01:04:59,Geopolitical,medium,"(13.0, 122.0)",9.0,Calamba,1.0
2016-12-19 01:05:09,Yazd,47843,32.0,53.0,fAjGL4fF5hGWGRwO+RcZ4Q,Lukoil wants oil swap with Iran,2016-12-19 01:05:09,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-19 01:05:13,Aden,47845,12.77944,45.03667,6PAPMofF5hGZNRwO+RcZ4Q,Yemen: 41 soldiers killed in suicide attack,2016-12-19 01:05:13,Physical Threats,high,"(12.779439999999999, 45.036670000000001)",16.0,Aden,1.0
2016-12-19 01:05:30,London,47932,51.50853,-0.12574000000000002,ypstPIfF5hGuBR4O+RcZ4Q,London weather: Heathrow and Gatwick Airports warn of more travel mayhem as thick fog descends on capital again,2016-12-19 01:05:30,Other,moderate,"(51.50853, -0.12574000000000002)",4.0,London,1.0
2016-12-19 01:05:31,Amman,47802,31.0,36.0,wpvuPIfF5hGe+iTRy13KCQ,Canadian woman among seven killed as gunmen target tourists and police at castle in Jordan,2016-12-19 01:05:31,Physical Threats,medium,"(31.0, 36.0)",9.0,Amman,1.0
2016-12-19 01:05:37,Łódź,47935,52.0,20.0,ZIqWQIfF5hGuBR4O+RcZ4Q,"Poland's president talks with opposition, new protests held",2016-12-19 01:05:37,Geopolitical,moderate,"(52.0, 20.0)",4.0,Łódź,1.0
2016-12-19 01:05:38,Sanaa,34447,15.5,47.5,TqdXQYfF5hGe+iTRy13KCQ,Suicide bomber kills more than 40 in Yemen,2016-12-19 01:05:38,Physical Threats,extreme,"(15.5, 47.5)",25.0,Sanaa,1.0
2016-12-19 01:06:00,Amman,48005,31.0,36.0,rnJ5TofF5hG4cRsO+RcZ4Q,Canadian tourist among the dead as gunmen attack Karak Castle,2016-12-19 01:06:00,Physical Threats,high,"(31.0, 36.0)",16.0,Amman,1.0
2016-12-19 02:04:42,Homs,48221,34.5624,38.28402,ct9sgY_F5hGtQB0O+RcZ4Q,Syrian Army Dispatches More Special Forces to Homs to Face ISIL,2016-12-19 02:04:42,Geopolitical,medium,"(34.562399999999997, 38.284019999999998)",9.0,Homs,1.0
2016-12-19 02:04:43,Mosul,48073,36.335,43.11889,thgcgo_F5hGZIyfRy13KCQ,Rights group: State-backed Iraqi militia killed IS captives,2016-12-19 02:04:43,Geopolitical,extreme,"(36.335000000000001, 43.11889)",25.0,Mosul,1.0
2016-12-19 02:04:51,Yazd,48225,32.0,53.0,7vEZh4_F5hGYHh0O+RcZ4Q,Head of UN nuclear watchdog says Iran showing commitment to deal,2016-12-19 02:04:51,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-19 02:05:05,Yazd,48230,31.8,53.833330000000004,cHQhj4_F5hGnNB0O+RcZ4Q,Terrorists Fail to Prevail over Syrian Army Positions in Eastern Damascus,2016-12-19 02:05:05,Physical Threats,medium,"(31.800000000000001, 53.833330000000004)",9.0,Yazd,1.0
2016-12-19 02:05:48,Yazd,48237,32.0,53.0,ouz4qI_F5hGMACfRy13KCQ,A Look at Iranian Newspaper Front Pages on December 18,2016-12-19 02:05:48,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-19 02:06:00,Yazd,48263,32.0,53.0,aDIEsI_F5hG3cx0O+RcZ4Q,Amano: Iran Faithful to Its JCPOA Commitments,2016-12-19 02:06:00,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-19 03:00:42,Preston,48358,54.75844,-2.6953099999999997,kMozVJfF5hGLTx0O+RcZ4Q,Britain urged to increase cyber security in financial services,2016-12-19 03:00:42,Other,moderate,"(54.75844, -2.6953099999999997)",4.0,Preston,1.0
2016-12-19 03:04:49,Aleppo,48196,36.201240000000006,37.16117,eJJj55fF5hG3TiTRy13KCQ,Buses leave Aleppo as evacuation of key city resumes,2016-12-19 03:04:49,Other,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-19 03:04:52,San Jose del Monte,48397,18.16667,120.75,smwR6ZfF5hGv5R4O+RcZ4Q,2 killed in Ilocos Norte road mishap,2016-12-19 03:04:52,Infrastructure,medium,"(18.16667, 120.75)",9.0,San Jose del Monte,1.0
2016-12-19 03:05:00,Yazd,48424,32.0,53.0,CnEy7pfF5hG4_STRy13KCQ,Iran discusses nuclear ships plan with IAEA chief,2016-12-19 03:05:00,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-19 03:05:08,Yazd,48406,32.0,53.0,LpCu8pfF5hG2eCTRy13KCQ,Iran discusses nuclear ships plan with IAEA chief,2016-12-19 03:05:08,Geopolitical,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-19 03:05:42,Aleppo,48409,36.201240000000006,37.16117,6jEyB5jF5hGOMR4O+RcZ4Q,"Aleppo: Buses set ablaze, threatening new evacuation plan",2016-12-19 03:05:42,Other,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-19 03:05:53,Yazd,48454,32.0,53.0,zmmhDZjF5hGV4iTRy13KCQ,"Iran’s Salehi, IAEA’s Amano Discuss Nuclear Propulsion Programs",2016-12-19 03:05:53,Infrastructure,moderate,"(32.0, 53.0)",4.0,Yazd,1.0
2016-12-19 04:02:31,Nagpur,48587,22.0,79.0,WsLa9p_F5hGnKRwO+RcZ4Q,Rights Group: Indian Police Have Killed Hundreds of Suspects,2016-12-19 04:02:31,Infrastructure,moderate,"(22.0, 79.0)",4.0,Nagpur,1.0
2016-12-19 04:04:42,Chicago,48603,41.85003,-87.65005,XGMqRaDF5hGp3SXRy13KCQ,Farrakhan sees a new opening for black separatist message,2016-12-19 04:04:42,Geopolitical,moderate,"(41.850029999999997, -87.650049999999993)",4.0,Chicago,1.0
2016-12-19 04:04:49,Aleppo,48366,36.201240000000006,37.16117,hiVESaDF5hGv+B0O+RcZ4Q,Evacuations set to resume in eastern Aleppo,2016-12-19 04:04:49,Other,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-19 04:04:55,Aleppo,48610,36.201240000000006,37.16117,1I8ATaDF5hGzoiXRy13KCQ,UN to vote on Aleppo observers as ‘thousands’ await evacuation,2016-12-19 04:04:55,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4.0,Aleppo,1.0
2016-12-19 04:04:57,Abu Dhabi,48612,24.45843,54.369409999999995,2Pm+TaDF5hGYwx0O+RcZ4Q,PM emergency landing: Report finds human negligence,2016-12-19 04:04:57,Other,moderate,"(24.45843, 54.369409999999995)",4.0,Abu Dhabi,1.0
2016-12-19 04:05:00,Abu Dhabi,48613,24.46667,54.36666999999999,rBfQT6DF5hGYwx0O+RcZ4Q,BP signs $2.2 bln Abu Dhabi oil deal,2016-12-19 04:05:00,Geopolitical,moderate,"(24.466670000000001, 54.366669999999992)",4.0,Abu Dhabi,1.0
